recommendation,username,name,profile_url,profile_image_url,followers_count,following_count,listed_count,created_at,tweets_found,total_likes,total_retweets,total_replies,total_engagement,engagement_rate,recommendation_reason,sample_tweet_1,sample_tweet_2,sample_tweet_3,tweet_date_1,tweet_date_2,tweet_date_3,tweet_url_1,tweet_url_2,tweet_url_3
Skip,Dotsent832,"Ihor.eth |🛠️ ⌘ (❖,❖) π² 🫎 🐐",https://x.com/Dotsent832,https://pbs.twimg.com/profile_images/2008302525695295488/ORdye8Wl_normal.jpg,647,4284,7,2022-06-21T12:04:02.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Do you think this strategy will work on the main version?,,,2026-02-18T19:51:05.000Z,,,https://x.com/Dotsent832/status/2024210077977104791,,
Skip,koun_talah,"Talha (❖,❖)",https://x.com/koun_talah,https://pbs.twimg.com/profile_images/1981018171541749760/ghOJjQSP_normal.jpg,630,1612,,2022-10-03T18:28:37.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi @MikeAbundoTech Code please,,,2026-02-18T14:24:30.000Z,,,https://x.com/koun_talah/status/2024127890712060399,,
Skip,cryptic_omega,OMEGA,https://x.com/cryptic_omega,https://pbs.twimg.com/profile_images/1994683280051036160/09YveyDf_normal.jpg,607,250,3,2024-10-27T06:34:27.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@harrysew @Polymarket 5-min BTC up/down markets already doing 15k+ vol per candle?? Polymarket just turned volatility into slot machines,,,2026-02-13T14:23:18.000Z,,,https://x.com/cryptic_omega/status/2022315651810066829,,
Skip,AndhikaZhe4222,A - Zhee.base.eth,https://x.com/AndhikaZhe4222,https://pbs.twimg.com/profile_images/2003161694407917568/jk9HfWks_normal.jpg,596,1517,2,2023-12-13T17:10:19.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Autosultan_team @Euphoria_fi A pleasant UX is often the difference between a technical product and a mass product,,,2026-02-18T12:04:55.000Z,,,https://x.com/AndhikaZhe4222/status/2024092763093094785,,
Skip,JoaoCastanhede,LordTitoso ♦️,https://x.com/JoaoCastanhede,https://pbs.twimg.com/profile_images/1978468725947772929/5aEIHj_m_normal.jpg,587,645,,2024-12-23T23:01:50.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@Iron_DeFi @Euphoria_fi Now you make a magic move!
that's was great",,,2026-02-18T15:29:35.000Z,,,https://x.com/JoaoCastanhede/status/2024144269288583232,,
Skip,J_bee0,"Jay(❖,❖)",https://x.com/J_bee0,https://pbs.twimg.com/profile_images/1820818470390341632/PCPHLJsU_normal.jpg,575,377,3,2021-11-20T21:44:00.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi @MikeAbundoTech Code?,,,2026-02-18T14:51:42.000Z,,,https://x.com/J_bee0/status/2024134735409103088,,
Skip,KamyPastori,KamyPastori,https://x.com/KamyPastori,https://pbs.twimg.com/profile_images/2002391604603326465/05n6ZVG7_normal.jpg,537,546,4,2012-03-04T17:47:02.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@CyptoFiend Polymarket 5-min markets? Quick bets, dig the 1m tease",,,2026-02-16T20:35:43.000Z,,,https://x.com/KamyPastori/status/2023496537603797315,,
Skip,AkuRido21737,Aku Rido,https://x.com/AkuRido21737,https://pbs.twimg.com/profile_images/1972973155364085760/jjHlb64C_normal.jpg,522,680,1,2025-02-06T04:17:54.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Okay 👀,,,2026-02-18T15:39:02.000Z,,,https://x.com/AkuRido21737/status/2024146649342418978,,
Skip,Otakuofweb3,Cryptootaku🍀,https://x.com/Otakuofweb3,https://pbs.twimg.com/profile_images/1973033316270911488/B7SnojM7_normal.jpg,511,354,9,2024-03-03T12:53:03.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@0xdodo @Euphoria_fi You’ve already made 6X??? 
Wow love ittt",,,2026-02-18T14:11:58.000Z,,,https://x.com/Otakuofweb3/status/2024124737270521935,,
Skip,Hendrikle,Hendrik,https://x.com/Hendrikle,https://pbs.twimg.com/profile_images/2022647612214480896/Lj8UmBeV_normal.jpg,481,100,2,2023-02-19T15:15:15.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@0xbeiu @chefgoose @Euphoria_fi Let's connect 🤝,,,2026-02-18T18:00:38.000Z,,,https://x.com/Hendrikle/status/2024182284308324593,,
Skip,musamustapha,atanda Zetarium,https://x.com/musamustapha,https://pbs.twimg.com/profile_images/582670806741848064/PjYJ4UFw_normal.jpg,469,2035,,2011-01-09T13:36:32.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@RealestIntern @Realbet @Euphoria_fi The real g,,,2026-02-18T18:44:25.000Z,,,https://x.com/musamustapha/status/2024193303629951338,,
Skip,DtjeOver,dtjeover //,https://x.com/DtjeOver,https://pbs.twimg.com/profile_images/1694272361778782208/L0mFs6ys_normal.jpg,455,391,10,2012-10-08T18:01:51.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@ultrapara @Euphoria_fi Damn ignored,,,2026-02-18T16:43:31.000Z,,,https://x.com/DtjeOver/status/2024162874940178590,,
Skip,fractsx,"Lila- (❖,❖)",https://x.com/fractsx,https://pbs.twimg.com/profile_images/1717047024267444224/EiILW0aY_normal.jpg,448,986,,2013-01-22T07:08:37.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@Euphoria_fi Why codes? Are you planning to somehow reward testnet participants, or are you worried about the heavy workload during the open stage?
ama question",,,2026-02-18T16:18:16.000Z,,,https://x.com/fractsx/status/2024156520770925003,,
Skip,YarikPavlov4,"yarikGM.ink (🧙‍♂️,🧙‍♂️)🫎 ♦️",https://x.com/YarikPavlov4,https://pbs.twimg.com/profile_images/2020927925349220352/ldZhdoEb_normal.jpg,437,6608,6,2021-10-18T15:37:23.000Z,2,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi please code!,@Euphoria_fi please code!!,,2026-02-18T18:14:08.000Z,2026-02-18T18:05:47.000Z,,https://x.com/YarikPavlov4/status/2024185680897704352,https://x.com/YarikPavlov4/status/2024183580813889558,
Skip,joybowyy,JOYBOY||Noos Ambassador”,https://x.com/joybowyy,https://pbs.twimg.com/profile_images/1636869158984884224/Vcyvz_fY_normal.jpg,415,1692,2,2021-05-08T02:34:18.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@BlocksterCom @Polymarket 5-min crypto markets change the game. If Polymarket follows through with a $POLY airdrop, users aren’t just trading—they’re owning the rails

@KellyOrji99269 
@Indispensabl01",,,2026-02-14T23:40:57.000Z,,,https://x.com/joybowyy/status/2022818374183510497,,
Skip,DekiDima,Deki,https://x.com/DekiDima,https://pbs.twimg.com/profile_images/1909513774585069574/dMvwiXlz_normal.jpg,402,182,2,2022-06-29T13:58:31.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@0x_scientist polymarket 5min bot? what's your edge?,,,2026-02-15T18:31:31.000Z,,,https://x.com/DekiDima/status/2023102893201768728,,
Skip,0xdinerogocrazy,dinero,https://x.com/0xdinerogocrazy,https://pbs.twimg.com/profile_images/1978198589374451713/eULLo395_normal.jpg,398,231,5,2025-01-10T12:49:19.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi share a code pls!!,,,2026-02-18T15:22:44.000Z,,,https://x.com/0xdinerogocrazy/status/2024142545417126046,,
Skip,fabulnsa,"DjFlash (❖,❖) π²",https://x.com/fabulnsa,https://pbs.twimg.com/profile_images/1717386202469527552/M_bitr7l_normal.jpg,396,89,1,2012-03-11T21:28:14.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@Euphoria_fi I understand that your main bet is on emotions, judging by the top prize for first place, but what awaits the protocol after the hype and emotions fade?",,,2026-02-18T16:14:18.000Z,,,https://x.com/fabulnsa/status/2024155523478585560,,
Skip,cryptomar00,marianna🫧,https://x.com/cryptomar00,https://pbs.twimg.com/profile_images/2012130110497832961/XL71s9hU_normal.jpg,392,390,1,2013-04-07T07:33:15.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@HutsolD @Euphoria_fi @redstone_defi what's the APY looking like tho?,,,2026-02-18T19:18:49.000Z,,,https://x.com/cryptomar00/status/2024201959209615635,,
Skip,zhanvalzhan963,ZhanValzan,https://x.com/zhanvalzhan963,https://pbs.twimg.com/profile_images/1945862334636867584/Ph82OKQ-_normal.jpg,389,6498,2,2022-01-15T21:19:52.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi cod daite irod,,,2026-02-18T19:00:36.000Z,,,https://x.com/zhanvalzhan963/status/2024197372901818879,,
Skip,nikitaqwerty755,Starknet_Holder,https://x.com/nikitaqwerty755,https://pbs.twimg.com/profile_images/1987648625824894976/v-sxSLJh_normal.jpg,378,1381,,2025-05-18T17:54:12.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"Make trading fun again.
  
Euphoria (@euphoria_fi) is cooking up a new way to trade unlike any you’ve seen before. Can’t-miss project launching soon on MegaETH (Still early!)

Just joined the waitlist and it feels euphoric ✨

Join here 👇 https://t.co/MHMGR1RUiL",,,2026-02-18T19:29:58.000Z,,,https://x.com/nikitaqwerty755/status/2024204764125221046,,
Skip,mariysolgen,"Angela🌸🇺🇸 (❖,❖)",https://x.com/mariysolgen,https://pbs.twimg.com/profile_images/1718060839805259776/olTIYHJb_normal.jpg,368,331,,2013-01-18T09:28:36.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@Euphoria_fi In a bad market, emotions always rule, but what can we offer beyond emotions, what is at the forefront of the protocol, what are the goals?

#question",,,2026-02-18T16:16:57.000Z,,,https://x.com/mariysolgen/status/2024156192059113775,,
Skip,kudrichonchain,kudrich (aura chasing arc),https://x.com/kudrichonchain,https://pbs.twimg.com/profile_images/2010047348903157760/THqoeVtH_normal.jpg,367,278,4,2026-01-08T14:08:24.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi want to start tapping so much ngl,,,2026-02-18T15:23:04.000Z,,,https://x.com/kudrichonchain/status/2024142632042004772,,
Skip,Reborn_M0D,REBORN 🕊️|🇩🇪,https://x.com/Reborn_M0D,https://pbs.twimg.com/profile_images/1911056289326661632/DCDZkoRp_normal.jpg,348,370,1,2023-04-11T20:42:03.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@SakiRAWR @Euphoria_fi @badbunnz_ Hey man I know u don’t know me but can I get a code 🛐,,,2026-02-18T19:18:35.000Z,,,https://x.com/Reborn_M0D/status/2024201899223011477,,
Skip,ashafa499,"Gojo Satoru 🫎(❖,❖)",https://x.com/ashafa499,https://pbs.twimg.com/profile_images/2008403031411617795/DNA2uKaf_normal.jpg,348,963,,2024-02-05T02:13:10.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Code,,,2026-02-18T15:27:58.000Z,,,https://x.com/ashafa499/status/2024143862705643650,,
Skip,stepamoosham,Stёpa,https://x.com/stepamoosham,https://pbs.twimg.com/profile_images/1973336979950510080/DhVQ5-sL_normal.jpg,330,260,4,2025-02-10T15:26:31.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@Euphoria_fi wanna code, guys

waiting…",,,2026-02-18T15:24:01.000Z,,,https://x.com/stepamoosham/status/2024142870391771435,,
Skip,HitsTele,"luc (❖,❖)",https://x.com/HitsTele,https://pbs.twimg.com/profile_images/1718819895918628864/Et3zqXJV_normal.jpg,328,83,,2012-04-16T16:06:41.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@Euphoria_fi Question

What exactly should we expect after the testnet ends? Are you planning to diversify the games? Add anything new?",,,2026-02-18T16:15:45.000Z,,,https://x.com/HitsTele/status/2024155887540072880,,
Skip,gianlucapanz,gianluca,https://x.com/gianlucapanz,https://pbs.twimg.com/profile_images/2000959697667440641/5zx8B1rW_normal.jpg,315,1173,1,2018-06-28T11:31:13.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@_Kriptopia @Polymarket 5min BTC markets doing $17M volume is wild ngl. prediction markets are about to have their moment fr. actually building @predikapp for LATAM, we're in beta rn if you wanna try it → https://t.co/BhPVNeCcsL",,,2026-02-14T11:25:09.000Z,,,https://x.com/gianlucapanz/status/2022633207229726764,,
Skip,MichaeL_18years,"Michael DataHaven | Seismic 🫎 | 🍊,💊 ⛓️ 🍚",https://x.com/MichaeL_18years,https://pbs.twimg.com/profile_images/2017909183660568576/ySr3MuAI_normal.jpg,307,1784,,2023-06-19T14:05:36.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Love you,,,2026-02-18T14:10:13.000Z,,,https://x.com/MichaeL_18years/status/2024124297040597473,,
Skip,Davidabney01,𝚌𝚎𝚙𝚑𝚊𝚜,https://x.com/Davidabney01,https://pbs.twimg.com/profile_images/2019014381737070592/cLdN6qF1_normal.jpg,305,403,,2025-01-24T03:50:41.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@RealestIntern @Realbet @Euphoria_fi cook that mf😭😂,,,2026-02-18T14:37:07.000Z,,,https://x.com/Davidabney01/status/2024131067834155234,,
Skip,Cowricature,"Favour💕💕(❖,❖)",https://x.com/Cowricature,https://pbs.twimg.com/profile_images/2018093161021575168/92KU-t3s_normal.jpg,304,293,,2021-11-06T11:55:56.000Z,2,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi I need code to join,@Euphoria_fi @MikeAbundoTech Please I need code,,2026-02-18T15:43:48.000Z,2026-02-18T14:30:24.000Z,,https://x.com/Cowricature/status/2024147848397205531,https://x.com/Cowricature/status/2024129375650599273,
Skip,melongbread_x,MELONG.BRD,https://x.com/melongbread_x,https://pbs.twimg.com/profile_images/2019079472780337153/UPoK1wFT_normal.jpg,279,2448,1,2018-10-23T12:20:51.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi I'm listening to live!,,,2026-02-18T16:20:19.000Z,,,https://x.com/melongbread_x/status/2024157036121071814,,
Skip,shreyans2788,sk,https://x.com/shreyans2788,https://pbs.twimg.com/profile_images/1887430370242760704/OaAiPsDi_normal.jpg,279,1079,6,2010-08-13T03:02:44.000Z,1,0,0,0,0,0.0000,Too small audience for promo,All these people trying to be twitter champions @Polymarket 5 min or 15 min market if you guys were so good or your bots are .. what is stopping you from trading size on @HyperliquidX .. yeah cause photoshop don’t work in real life !,,,2026-02-16T07:23:33.000Z,,,https://x.com/shreyans2788/status/2023297180338213231,,
Skip,LIFgenii,LifGenii Inc. π²,https://x.com/LIFgenii,https://pbs.twimg.com/profile_images/1978989426618302464/43lk5OXE_normal.jpg,275,819,,2016-03-11T18:06:59.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Where can I get the code? How to load the network if there is no simple login to the testnet? Are there any plans for a reward for pressing?,,,2026-02-18T16:35:23.000Z,,,https://x.com/LIFgenii/status/2024160831030673519,,
Skip,jjekich,jjekich,https://x.com/jjekich,https://pbs.twimg.com/profile_images/2013095476569014272/PIQvqpgz_normal.jpg,262,833,2,2023-04-17T09:57:59.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Need code 🤤🤤🤤🤤🤤,,,2026-02-18T19:16:32.000Z,,,https://x.com/jjekich/status/2024201382652236271,,
Skip,sudeephnsu25166,chandru X1,https://x.com/sudeephnsu25166,https://pbs.twimg.com/profile_images/1817801558421323776/2C_RwnN6_normal.jpg,262,906,1,2023-05-12T06:48:00.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"Make trading fun again.
  
Euphoria (@euphoria_fi) is cooking up a new way to trade unlike any you’ve seen before. Can’t-miss project launching soon on MegaETH (Still early!)

Just joined the waitlist and it feels euphoric ✨

Join here 👇 https://t.co/4BOR8EPP3O",,,2026-02-18T16:28:20.000Z,,,https://x.com/sudeephnsu25166/status/2024159054525083666,,
Skip,TotalWorldApps,#TotalWorld,https://x.com/TotalWorldApps,https://pbs.twimg.com/profile_images/2021455136220925954/HspKZprc_normal.jpg,252,220,2,2026-02-02T06:52:29.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Va77ss @Euphoria_fi tapping like a pro for 30 min straight wow,,,2026-02-18T14:46:14.000Z,,,https://x.com/TotalWorldApps/status/2024133360373866804,,
Skip,fish_crypt615,Crypto Fish,https://x.com/fish_crypt615,https://pbs.twimg.com/profile_images/1926131374525726720/vwzerJJY_normal.jpg,246,356,,2024-10-24T18:14:16.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@Onoja_Cee Yeah👍

What about that access code for @Euphoria_fi 😭",,,2026-02-18T17:50:28.000Z,,,https://x.com/fish_crypt615/status/2024179725162176745,,
Skip,huhurewa,Hurewa™,https://x.com/huhurewa,https://pbs.twimg.com/profile_images/1969598109970776064/oODzoDTn_normal.jpg,239,2396,2,2013-04-07T09:42:05.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@HugeHenSL @Euphoria_fi @Realbet Amazing,,,2026-02-18T12:40:42.000Z,,,https://x.com/huhurewa/status/2024101769177960510,,
Skip,JAVIERM92270869,xabov 🤖ボッ,https://x.com/JAVIERM92270869,https://pbs.twimg.com/profile_images/1983379623728603136/rq9Jll4R_normal.jpg,238,1617,3,2022-01-06T18:46:13.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@Euphoria_fi @megaeth 
There's an active sale today on Opensea, CyberBunnys on MegaETH, don't miss it!
https://t.co/8h7lkJ7GBF",,,2026-02-18T18:08:58.000Z,,,https://x.com/JAVIERM92270869/status/2024184380512436482,,
Skip,L_3ola,L.| web3 | 🫎🧟‍♀️,https://x.com/L_3ola,https://pbs.twimg.com/profile_images/2021675607923593216/2rmG_XGr_normal.jpg,231,414,,2024-04-07T07:41:19.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Send me code,,,2026-02-18T15:34:21.000Z,,,https://x.com/L_3ola/status/2024145470730260666,,
Skip,Viniciu28117250,viniwillian.base.eth ♦️,https://x.com/Viniciu28117250,https://pbs.twimg.com/profile_images/2016129354732851200/iHi-A-dC_normal.jpg,229,754,2,2015-06-23T19:48:47.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@redstone_defi @Euphoria_fi It works perfectly thanks to Redstone.,,,2026-02-18T13:12:59.000Z,,,https://x.com/Viniciu28117250/status/2024109895956480142,,
Skip,harrydanu31,Nishimaru,https://x.com/harrydanu31,https://pbs.twimg.com/profile_images/1984913766090493952/whJH_0td_normal.jpg,227,2206,1,2024-02-03T10:44:44.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"Make trading fun again.
  
Euphoria (@euphoria_fi) is cooking up a new way to trade unlike any you’ve seen before. Can’t-miss project launching soon on MegaETH (Still early!)

Just joined the waitlist and it feels euphoric ✨

Join here 👇 https://t.co/rFWIpFPjNs",,,2026-02-18T15:35:14.000Z,,,https://x.com/harrydanu31/status/2024145694328574156,,
Skip,Slick_stanley,The Synthesizer,https://x.com/Slick_stanley,https://pbs.twimg.com/profile_images/1755671153186594816/JhpxFE4K_normal.jpg,206,757,1,2013-09-16T18:47:06.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@SelenkaOnChain @Polymarket 5-min chart,,,2026-02-13T19:07:11.000Z,,,https://x.com/Slick_stanley/status/2022387093268500731,,
Skip,bitotter22,Bitotter | base.eth,https://x.com/bitotter22,https://pbs.twimg.com/profile_images/2023359855801831424/mambQvYA_normal.jpg,203,1986,,2023-12-18T21:52:23.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Code?,,,2026-02-18T15:26:38.000Z,,,https://x.com/bitotter22/status/2024143526192431554,,
Skip,daneze233,DC Zetarium,https://x.com/daneze233,https://pbs.twimg.com/profile_images/1959332293568344065/Ee0CJ9nE_normal.jpg,200,360,,2023-04-02T18:33:19.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@RealestIntern @Realbet @Euphoria_fi The goat,,,2026-02-18T13:56:52.000Z,,,https://x.com/daneze233/status/2024120938166448582,,
Skip,thephoenix069,Phoenix,https://x.com/thephoenix069,https://pbs.twimg.com/profile_images/1958960813483376641/MUjYbWd4_normal.jpg,200,329,2,2024-10-29T08:49:43.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@stacy_muur Its much MUCH MUCH BETTER TO DO THIS SORT OF GAMBLE AT CRYPTO EXCHANGES, AT LEAST WE WONT HAVE MUCH LIQUIDITY ISSUES FOR THE MOST PART. 
THERE IS NOTHING SPECIAL IN POLYMARKET 5 min market. Stop it",,,2026-02-14T08:10:57.000Z,,,https://x.com/thephoenix069/status/2022584335262716273,,
Skip,BryanBrygrant,Bryan Grant,https://x.com/BryanBrygrant,https://pbs.twimg.com/profile_images/690262077265567744/roHw7bbq_normal.jpg,190,464,3,2014-02-18T14:49:35.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@jtrevorchapman Thank you. I will start there.  BTW, the Polymarket 5min BTC up down looks to be a game changer. The spread is looking very inefficient so far and I think there is the potential to take advantage of that with the right setup",,,2026-02-12T23:28:54.000Z,,,https://x.com/BryanBrygrant/status/2022090567887597684,,
Skip,AheKral,Ahekral,https://x.com/AheKral,https://pbs.twimg.com/profile_images/1562772599763083264/uLWq1Zzt_normal.jpg,187,1614,2,2021-09-13T10:53:35.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Code,,,2026-02-18T15:28:08.000Z,,,https://x.com/AheKral/status/2024143905252360339,,
Skip,0xcryptonad,Harshal Meshram,https://x.com/0xcryptonad,https://pbs.twimg.com/profile_images/1937534519944294400/TTuiqr-y_normal.jpg,172,855,1,2025-02-11T21:04:31.000Z,2,0,0,0,0,0.0000,Too small audience for promo,"@Euphoria_fi @caseycraig how does market making works on @Euphoria_fi , also how can retail users can make market in euphoria.","@Euphoria_fi @DefiDougi how does market making works for @Euphoria_fi , can retail users can also make market in euphoria.",,2026-02-18T16:24:10.000Z,2026-02-18T16:21:46.000Z,,https://x.com/0xcryptonad/status/2024158007077286232,https://x.com/0xcryptonad/status/2024157403118477332,
Skip,Puneetkcsd,puneet,https://x.com/Puneetkcsd,https://pbs.twimg.com/profile_images/1964984082905108480/KtDmUtkC_normal.jpg,153,4105,6,2015-05-31T09:52:51.000Z,2,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi @TheEliteCrypto Code,@Euphoria_fi Give me code and see me on no.1,,2026-02-18T16:15:23.000Z,2026-02-18T15:31:36.000Z,,https://x.com/Puneetkcsd/status/2024155797022965775,https://x.com/Puneetkcsd/status/2024144777797837306,
Skip,TheAlphaCarbon,Ankur Shah,https://x.com/TheAlphaCarbon,https://pbs.twimg.com/profile_images/1402938332242276355/pCzNbENb_normal.jpg,147,19,1,2021-06-10T10:01:48.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"Join @Euphoria_fi  using my link https://t.co/57MzSRHBqA

And get Code",,,2026-02-18T17:46:05.000Z,,,https://x.com/TheAlphaCarbon/status/2024178620068147493,,
Skip,Imastrado,Ima,https://x.com/Imastrado,https://pbs.twimg.com/profile_images/2021247419523174400/RER80SRB_normal.jpg,142,1886,,2023-09-25T18:47:09.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Waiting,,,2026-02-18T19:30:23.000Z,,,https://x.com/Imastrado/status/2024204871021494369,,
Skip,BharatA06886106,Bharat Arya🌶️,https://x.com/BharatA06886106,https://pbs.twimg.com/profile_images/548795276719173632/JCiJSiK4_normal.jpeg,141,881,,2014-12-27T10:58:07.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"Make trading fun again.
  
Euphoria (@euphoria_fi) is cooking up a new way to trade unlike any you’ve seen before. Can’t-miss project launching soon on MegaETH (Still early!)

Just joined the waitlist and it feels euphoric ✨

Join here 👇 https://t.co/BzJmISjL9d",,,2026-02-18T14:56:09.000Z,,,https://x.com/BharatA06886106/status/2024135857859694728,,
Skip,_Mileswalk,Miles,https://x.com/_Mileswalk,https://pbs.twimg.com/profile_images/2012424335005569024/SRoi3Hm6_normal.jpg,122,1848,,2024-08-13T17:12:34.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"best bot for Polymarket  5 min trading 
you can copytrade any wallet
smooth, easy to use 
https://t.co/GBumyWs8HC",,,2026-02-17T12:38:21.000Z,,,https://x.com/_Mileswalk/status/2023738788854333811,,
Skip,Lepascontent31,Le pas content,https://x.com/Lepascontent31,https://pbs.twimg.com/profile_images/2022808547009122304/hipKe4xp_normal.jpg,120,47,,2024-12-09T14:22:19.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi Hey can I get a code pls ? :(,,,2026-02-18T19:51:19.000Z,,,https://x.com/Lepascontent31/status/2024210137938809176,,
Skip,c_joynal,my voice,https://x.com/c_joynal,https://pbs.twimg.com/profile_images/1951007229747818496/4M2spnD2_normal.jpg,118,207,,2019-03-18T19:32:01.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@BroskiDuDu @Polymarket 5min markets move slower than my grandma,,,2026-02-16T00:52:21.000Z,,,https://x.com/c_joynal/status/2023198732540633278,,
Skip,Souraj_speaks,Souraj001,https://x.com/Souraj_speaks,https://pbs.twimg.com/profile_images/1964006889550704640/0KUgWz9F_normal.jpg,108,130,,2023-03-07T14:52:05.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"@mahera777 @PolymarketTrade @Polymarket 5-min prediction markets need the fastest heartbeat. Pyth can update every 1ms with confidence intervals on every price. Polymarket should be looking. 🔮
``",,,2026-02-17T11:57:11.000Z,,,https://x.com/Souraj_speaks/status/2023728430806683788,,
Skip,Mindset_Forge_,Mindset Forge⚒️,https://x.com/Mindset_Forge_,https://pbs.twimg.com/profile_images/2012075862376742912/ZulFXZW6_normal.jpg,106,1041,,2014-08-17T13:07:41.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Waifudropz @Euphoria_fi Early access rewards foresight and consistent action. 💼📈,,,2026-02-18T12:39:56.000Z,,,https://x.com/Mindset_Forge_/status/2024101578131554758,,
Skip,0xhashlol,Hash,https://x.com/0xhashlol,https://pbs.twimg.com/profile_images/2007935656148754432/QP0c-Eyb_normal.jpg,106,170,,2026-01-04T22:01:31.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@buddima_d latency arb is where the real edge is. been running a similar setup on polymarket 5-min markets - the trick is sub-200ms orderbook polling and verifying ws data against fresh book before execution. stale data will wreck you,,,2026-02-18T15:48:03.000Z,,,https://x.com/0xhashlol/status/2024148919538659457,,
Skip,AndriyShev9,"Andriy Shevchenko 🍊Ordinal BRC-2.0(❖,❖)",https://x.com/AndriyShev9,https://pbs.twimg.com/profile_images/1949740876282109952/43RZ-1Va_normal.jpg,105,843,,2025-04-26T01:49:08.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@HugeHenSL @Euphoria_fi @Realbet Good,,,2026-02-18T18:51:08.000Z,,,https://x.com/AndriyShev9/status/2024194990692548824,,
Skip,Basticleyda,🌶️Basticleyda | ETHGas ⛽,https://x.com/Basticleyda,https://pbs.twimg.com/profile_images/1902278874651611136/G3fnM5AZ_normal.jpg,104,265,,2024-10-11T18:23:53.000Z,1,0,0,0,0,0.0000,Too small audience for promo,"Make trading fun again.
  
Euphoria (@euphoria_fi) is cooking up a new way to trade unlike any you’ve seen before. Can’t-miss project launching soon on MegaETH (Still early!)

Just joined the waitlist and it feels euphoric ✨

Join here 👇 https://t.co/cVIO1ZLms4",,,2026-02-18T13:09:59.000Z,,,https://x.com/Basticleyda/status/2024109137140056252,,
Skip,Sikder_eth,Sikder.eth,https://x.com/Sikder_eth,https://pbs.twimg.com/profile_images/1622585961442947073/dO5wsfV7_normal.jpg,101,188,3,2019-03-24T10:34:27.000Z,1,0,0,0,0,0.0000,Too small audience for promo,@Euphoria_fi i need code,,,2026-02-18T17:38:39.000Z,,,https://x.com/Sikder_eth/status/2024176752830955828,,
